23 Nov 1936,N0EEAAAAMBAJ
30 Nov 1936,NEEEAAAAMBAJ
7 Dec 1936,NkEEAAAAMBAJ
14 Dec 1936,QEEEAAAAMBAJ
21 Dec 1936,PUEEAAAAMBAJ
28 Dec 1936,P0EEAAAAMBAJ
4 Jan 1937,lUsEAAAAMBAJ
11 Jan 1937,lksEAAAAMBAJ
18 Jan 1937,qEsEAAAAMBAJ
25 Jan 1937,rksEAAAAMBAJ
1 Feb 1937,tUsEAAAAMBAJ
8 Feb 1937,RlEEAAAAMBAJ
15 Feb 1937,WFEEAAAAMBAJ
22 Feb 1937,VFEEAAAAMBAJ
1 Mar 1937,TFEEAAAAMBAJ
8 Mar 1937,QlEEAAAAMBAJ
15 Mar 1937,RFEEAAAAMBAJ
22 Mar 1937,PlEEAAAAMBAJ
29 Mar 1937,SVEEAAAAMBAJ
5 Apr 1937,OVEEAAAAMBAJ
12 Apr 1937,gUsEAAAAMBAJ
19 Apr 1937,kksEAAAAMBAJ
26 Apr 1937,5E4EAAAAMBAJ
3 May 1937,vUQEAAAAMBAJ
10 May 1937,vEQEAAAAMBAJ
17 May 1937,xkQEAAAAMBAJ
24 May 1937,1kQEAAAAMBAJ
31 May 1937,y0UEAAAAMBAJ
7 Jun 1937,xEQEAAAAMBAJ
14 Jun 1937,yUQEAAAAMBAJ
21 Jun 1937,1UQEAAAAMBAJ
28 Jun 1937,uUUEAAAAMBAJ
5 Jul 1937,x0UEAAAAMBAJ
12 Jul 1937,w0UEAAAAMBAJ
19 Jul 1937,xkUEAAAAMBAJ
26 Jul 1937,pEUEAAAAMBAJ
2 Aug 1937,o0UEAAAAMBAJ
9 Aug 1937,oUUEAAAAMBAJ
16 Aug 1937,pkUEAAAAMBAJ
23 Aug 1937,y0QEAAAAMBAJ
30 Aug 1937,wEUEAAAAMBAJ
6 Sep 1937,vkUEAAAAMBAJ
13 Sep 1937,RUgEAAAAMBAJ
20 Sep 1937,OUgEAAAAMBAJ
27 Sep 1937,MUgEAAAAMBAJ
4 Oct 1937,wkQEAAAAMBAJ
11 Oct 1937,0UQEAAAAMBAJ
18 Oct 1937,10QEAAAAMBAJ
25 Oct 1937,0kQEAAAAMBAJ
1 Nov 1937,zEQEAAAAMBAJ
8 Nov 1937,kD8EAAAAMBAJ
15 Nov 1937,kj8EAAAAMBAJ
22 Nov 1937,kz8EAAAAMBAJ
29 Nov 1937,nz8EAAAAMBAJ
6 Dec 1937,mT8EAAAAMBAJ
13 Dec 1937,oT8EAAAAMBAJ
20 Dec 1937,pD8EAAAAMBAJ
27 Dec 1937,lT8EAAAAMBAJ
3 Jan 1938,jkoEAAAAMBAJ
10 Jan 1938,jUoEAAAAMBAJ
17 Jan 1938,wkoEAAAAMBAJ
24 Jan 1938,yEoEAAAAMBAJ
31 Jan 1938,yUoEAAAAMBAJ
7 Feb 1938,0UoEAAAAMBAJ
14 Feb 1938,zEoEAAAAMBAJ
21 Feb 1938,tEoEAAAAMBAJ
28 Feb 1938,skoEAAAAMBAJ
7 Mar 1938,vkoEAAAAMBAJ
14 Mar 1938,wEoEAAAAMBAJ
21 Mar 1938,x0oEAAAAMBAJ
28 Mar 1938,3UoEAAAAMBAJ
4 Apr 1938,40oEAAAAMBAJ
11 Apr 1938,4UoEAAAAMBAJ
18 Apr 1938,5EoEAAAAMBAJ
25 Apr 1938,5koEAAAAMBAJ
2 May 1938,00oEAAAAMBAJ
9 May 1938,0koEAAAAMBAJ
16 May 1938,20oEAAAAMBAJ
23 May 1938,1koEAAAAMBAJ
30 May 1938,3EoEAAAAMBAJ
6 Jun 1938,LU8EAAAAMBAJ
13 Jun 1938,Zk8EAAAAMBAJ
20 Jun 1938,Xk8EAAAAMBAJ
27 Jun 1938,W08EAAAAMBAJ
4 Jul 1938,Tk8EAAAAMBAJ
11 Jul 1938,f08EAAAAMBAJ
18 Jul 1938,nU8EAAAAMBAJ
25 Jul 1938,n08EAAAAMBAJ
1 Aug 1938,lk8EAAAAMBAJ
8 Aug 1938,l08EAAAAMBAJ
15 Aug 1938,gE8EAAAAMBAJ
22 Aug 1938,dU8EAAAAMBAJ
29 Aug 1938,YU8EAAAAMBAJ
5 Sep 1938,EUkEAAAAMBAJ
12 Sep 1938,FkkEAAAAMBAJ
19 Sep 1938,IUkEAAAAMBAJ
26 Sep 1938,f00EAAAAMBAJ
3 Oct 1938,hE0EAAAAMBAJ
10 Oct 1938,jE0EAAAAMBAJ
17 Oct 1938,60wEAAAAMBAJ
24 Oct 1938,dU0EAAAAMBAJ
31 Oct 1938,cU0EAAAAMBAJ
7 Nov 1938,bk0EAAAAMBAJ
14 Nov 1938,a00EAAAAMBAJ
21 Nov 1938,Zk0EAAAAMBAJ
28 Nov 1938,Yk0EAAAAMBAJ
5 Dec 1938,AkoEAAAAMBAJ
19 Dec 1938,9EkEAAAAMBAJ
26 Dec 1938,_UkEAAAAMBAJ
2 Jan 1939,J0kEAAAAMBAJ
9 Jan 1939,d00EAAAAMBAJ
16 Jan 1939,10wEAAAAMBAJ
23 Jan 1939,1EwEAAAAMBAJ
30 Jan 1939,00wEAAAAMBAJ
6 Feb 1939,ckoEAAAAMBAJ
13 Feb 1939,DkkEAAAAMBAJ
20 Feb 1939,CkkEAAAAMBAJ
27 Feb 1939,G0kEAAAAMBAJ
6 Mar 1939,lU0EAAAAMBAJ
13 Mar 1939,jk0EAAAAMBAJ
20 Mar 1939,j00EAAAAMBAJ
27 Mar 1939,kU0EAAAAMBAJ
3 Apr 1939,lk0EAAAAMBAJ
10 Apr 1939,LkkEAAAAMBAJ
17 Apr 1939,FEkEAAAAMBAJ
24 Apr 1939,DUkEAAAAMBAJ
1 May 1939,qEkEAAAAMBAJ
8 May 1939,rEkEAAAAMBAJ
15 May 1939,rUkEAAAAMBAJ
22 May 1939,s0kEAAAAMBAJ
29 May 1939,ukkEAAAAMBAJ
5 Jun 1939,fkkEAAAAMBAJ
12 Jun 1939,c0kEAAAAMBAJ
19 Jun 1939,b0kEAAAAMBAJ
26 Jun 1939,Z0kEAAAAMBAJ
3 Jul 1939,fEkEAAAAMBAJ
10 Jul 1939,-kEEAAAAMBAJ
17 Jul 1939,_UEEAAAAMBAJ
24 Jul 1939,A0IEAAAAMBAJ
31 Jul 1939,zkEEAAAAMBAJ
7 Aug 1939,w0EEAAAAMBAJ
14 Aug 1939,7kEEAAAAMBAJ
21 Aug 1939,9EEEAAAAMBAJ
28 Aug 1939,7EEEAAAAMBAJ
4 Sep 1939,6UEEAAAAMBAJ
11 Sep 1939,8EEEAAAAMBAJ
18 Sep 1939,xUEEAAAAMBAJ
25 Sep 1939,zUEEAAAAMBAJ
2 Oct 1939,N0IEAAAAMBAJ
9 Oct 1939,QkIEAAAAMBAJ
16 Oct 1939,RUIEAAAAMBAJ
23 Oct 1939,AEIEAAAAMBAJ
30 Oct 1939,_EEEAAAAMBAJ
6 Nov 1939,9kEEAAAAMBAJ
13 Nov 1939,8kEEAAAAMBAJ
20 Nov 1939,90EEAAAAMBAJ
27 Nov 1939,5kEEAAAAMBAJ
4 Dec 1939,5UEEAAAAMBAJ
11 Dec 1939,5EEEAAAAMBAJ
18 Dec 1939,50EEAAAAMBAJ
25 Dec 1939,4UEEAAAAMBAJ
1 Jan 1940,lz8EAAAAMBAJ
8 Jan 1940,mj8EAAAAMBAJ
15 Jan 1940,sz8EAAAAMBAJ
22 Jan 1940,sD8EAAAAMBAJ
29 Jan 1940,qj8EAAAAMBAJ
5 Feb 1940,rD8EAAAAMBAJ
12 Feb 1940,sj8EAAAAMBAJ
19 Feb 1940,tj8EAAAAMBAJ
26 Feb 1940,qT8EAAAAMBAJ
4 Mar 1940,pT8EAAAAMBAJ
11 Mar 1940,pz8EAAAAMBAJ
18 Mar 1940,nj8EAAAAMBAJ
25 Mar 1940,A0AEAAAAMBAJ
1 Apr 1940,xj8EAAAAMBAJ
8 Apr 1940,yD8EAAAAMBAJ
15 Apr 1940,uz8EAAAAMBAJ
22 Apr 1940,uD8EAAAAMBAJ
29 Apr 1940,zj8EAAAAMBAJ
6 May 1940,1T8EAAAAMBAJ
13 May 1940,0j8EAAAAMBAJ
20 May 1940,uj8EAAAAMBAJ
27 May 1940,tz8EAAAAMBAJ
3 Jun 1940,1z8EAAAAMBAJ
10 Jun 1940,4j8EAAAAMBAJ
17 Jun 1940,xT8EAAAAMBAJ
24 Jun 1940,xD8EAAAAMBAJ
1 Jul 1940,zT8EAAAAMBAJ
8 Jul 1940,1D8EAAAAMBAJ
15 Jul 1940,1j8EAAAAMBAJ
22 Jul 1940,zD8EAAAAMBAJ
29 Jul 1940,xz8EAAAAMBAJ
5 Aug 1940,BEAEAAAAMBAJ
12 Aug 1940,00UEAAAAMBAJ
19 Aug 1940,gEkEAAAAMBAJ
26 Aug 1940,iEkEAAAAMBAJ
2 Sep 1940,HUoEAAAAMBAJ
9 Sep 1940,H0oEAAAAMBAJ
16 Sep 1940,D0oEAAAAMBAJ
23 Sep 1940,EkoEAAAAMBAJ
30 Sep 1940,C0oEAAAAMBAJ
7 Oct 1940,AEoEAAAAMBAJ
14 Oct 1940,LEoEAAAAMBAJ
21 Oct 1940,MUoEAAAAMBAJ
28 Oct 1940,KkoEAAAAMBAJ
4 Nov 1940,L0oEAAAAMBAJ
11 Nov 1940,QkoEAAAAMBAJ
18 Nov 1940,TUoEAAAAMBAJ
25 Nov 1940,SEoEAAAAMBAJ
2 Dec 1940,O0oEAAAAMBAJ
9 Dec 1940,QUoEAAAAMBAJ
16 Dec 1940,QEoEAAAAMBAJ
23 Dec 1940,P0oEAAAAMBAJ
30 Dec 1940,NkoEAAAAMBAJ
6 Jan 1941,M0oEAAAAMBAJ
13 Jan 1941,RUoEAAAAMBAJ
20 Jan 1941,8kgEAAAAMBAJ
27 Jan 1941,80gEAAAAMBAJ
3 Feb 1941,-UgEAAAAMBAJ
10 Feb 1941,GEkEAAAAMBAJ
17 Feb 1941,I0kEAAAAMBAJ
24 Feb 1941,EEkEAAAAMBAJ
3 Mar 1941,IUoEAAAAMBAJ
10 Mar 1941,BEoEAAAAMBAJ
17 Mar 1941,_0kEAAAAMBAJ
24 Mar 1941,lVMEAAAAMBAJ
31 Mar 1941,lFMEAAAAMBAJ
7 Apr 1941,mlMEAAAAMBAJ
14 Apr 1941,qEwEAAAAMBAJ
21 Apr 1941,pEwEAAAAMBAJ
28 Apr 1941,tkwEAAAAMBAJ
5 May 1941,nUwEAAAAMBAJ
12 May 1941,sUwEAAAAMBAJ
19 May 1941,6U4EAAAAMBAJ
26 May 1941,h0wEAAAAMBAJ
2 Jun 1941,i0wEAAAAMBAJ
9 Jun 1941,jUwEAAAAMBAJ
16 Jun 1941,kkwEAAAAMBAJ
23 Jun 1941,bU0EAAAAMBAJ
30 Jun 1941,fE0EAAAAMBAJ
7 Jul 1941,hEwEAAAAMBAJ
14 Jul 1941,gEwEAAAAMBAJ
21 Jul 1941,hkwEAAAAMBAJ
28 Jul 1941,hUwEAAAAMBAJ
4 Aug 1941,jEwEAAAAMBAJ
11 Aug 1941,YE0EAAAAMBAJ
18 Aug 1941,YU0EAAAAMBAJ
25 Aug 1941,ZE0EAAAAMBAJ
1 Sep 1941,l0wEAAAAMBAJ
8 Sep 1941,mEwEAAAAMBAJ
15 Sep 1941,q0wEAAAAMBAJ
22 Sep 1941,fU0EAAAAMBAJ
29 Sep 1941,kk0EAAAAMBAJ
6 Oct 1941,xE4EAAAAMBAJ
13 Oct 1941,uk4EAAAAMBAJ
20 Oct 1941,sE4EAAAAMBAJ
27 Oct 1941,jU4EAAAAMBAJ
3 Nov 1941,g04EAAAAMBAJ
10 Nov 1941,Mk4EAAAAMBAJ
17 Nov 1941,GE4EAAAAMBAJ
24 Nov 1941,UU4EAAAAMBAJ
1 Dec 1941,X04EAAAAMBAJ
8 Dec 1941,Yk4EAAAAMBAJ
15 Dec 1941,Zk4EAAAAMBAJ
22 Dec 1941,Y04EAAAAMBAJ
29 Dec 1941,Gk4EAAAAMBAJ
5 Jan 1942,G04EAAAAMBAJ
12 Jan 1942,Bk4EAAAAMBAJ
19 Jan 1942,C04EAAAAMBAJ
26 Jan 1942,PE4EAAAAMBAJ
2 Feb 1942,PU4EAAAAMBAJ
9 Feb 1942,Qk4EAAAAMBAJ
16 Feb 1942,QU4EAAAAMBAJ
23 Feb 1942,L04EAAAAMBAJ
2 Mar 1942,K04EAAAAMBAJ
9 Mar 1942,ck4EAAAAMBAJ
16 Mar 1942,gE4EAAAAMBAJ
23 Mar 1942,x1EEAAAAMBAJ
30 Mar 1942,zlEEAAAAMBAJ
6 Apr 1942,AlEEAAAAMBAJ
13 Apr 1942,_lAEAAAAMBAJ
20 Apr 1942,FlEEAAAAMBAJ
27 Apr 1942,G1EEAAAAMBAJ
4 May 1942,ClAEAAAAMBAJ
11 May 1942,CVAEAAAAMBAJ
18 May 1942,MFAEAAAAMBAJ
25 May 1942,J1AEAAAAMBAJ
1 Jun 1942,DlAEAAAAMBAJ
8 Jun 1942,P1AEAAAAMBAJ
15 Jun 1942,PFAEAAAAMBAJ
22 Jun 1942,KFAEAAAAMBAJ
29 Jun 1942,KlAEAAAAMBAJ
6 Jul 1942,400EAAAAMBAJ
13 Jul 1942,3E0EAAAAMBAJ
20 Jul 1942,6k0EAAAAMBAJ
27 Jul 1942,dk4EAAAAMBAJ
3 Aug 1942,gU4EAAAAMBAJ
10 Aug 1942,sk4EAAAAMBAJ
17 Aug 1942,v04EAAAAMBAJ
24 Aug 1942,fk4EAAAAMBAJ
31 Aug 1942,iU4EAAAAMBAJ
7 Sep 1942,rU4EAAAAMBAJ
14 Sep 1942,qE4EAAAAMBAJ
21 Sep 1942,oE4EAAAAMBAJ
28 Sep 1942,VU4EAAAAMBAJ
5 Oct 1942,UUAEAAAAMBAJ
12 Oct 1942,TUEEAAAAMBAJ
19 Oct 1942,UUEEAAAAMBAJ
26 Oct 1942,UEEEAAAAMBAJ
2 Nov 1942,JkAEAAAAMBAJ
9 Nov 1942,JUAEAAAAMBAJ
16 Nov 1942,JEAEAAAAMBAJ
23 Nov 1942,IkAEAAAAMBAJ
30 Nov 1942,RkEEAAAAMBAJ
7 Dec 1942,HlEEAAAAMBAJ
14 Dec 1942,BFAEAAAAMBAJ
21 Dec 1942,NVEEAAAAMBAJ
28 Dec 1942,LVEEAAAAMBAJ
4 Jan 1943,n04EAAAAMBAJ
11 Jan 1943,pk4EAAAAMBAJ
18 Jan 1943,mE4EAAAAMBAJ
25 Jan 1943,P1EEAAAAMBAJ
1 Feb 1943,ZVEEAAAAMBAJ
8 Feb 1943,a1EEAAAAMBAJ
15 Feb 1943,MVEEAAAAMBAJ
22 Feb 1943,gU8EAAAAMBAJ
1 Mar 1943,WlEEAAAAMBAJ
8 Mar 1943,X1EEAAAAMBAJ
15 Mar 1943,YlEEAAAAMBAJ
22 Mar 1943,KVEEAAAAMBAJ
29 Mar 1943,A1AEAAAAMBAJ
5 Apr 1943,RU4EAAAAMBAJ
12 Apr 1943,Tk4EAAAAMBAJ
19 Apr 1943,BE4EAAAAMBAJ
26 Apr 1943,EU4EAAAAMBAJ
3 May 1943,500EAAAAMBAJ
10 May 1943,5k0EAAAAMBAJ
17 May 1943,700EAAAAMBAJ
24 May 1943,Lk4EAAAAMBAJ
31 May 1943,MU4EAAAAMBAJ
7 Jun 1943,OU4EAAAAMBAJ
14 Jun 1943,T04EAAAAMBAJ
21 Jun 1943,QE4EAAAAMBAJ
28 Jun 1943,SE4EAAAAMBAJ
5 Jul 1943,SFAEAAAAMBAJ
12 Jul 1943,N1AEAAAAMBAJ
19 Jul 1943,MVAEAAAAMBAJ
26 Jul 1943,R1AEAAAAMBAJ
2 Aug 1943,W1AEAAAAMBAJ
9 Aug 1943,T1AEAAAAMBAJ
16 Aug 1943,RVAEAAAAMBAJ
23 Aug 1943,PlAEAAAAMBAJ
30 Aug 1943,jFAEAAAAMBAJ
6 Sep 1943,TlAEAAAAMBAJ
13 Sep 1943,cVAEAAAAMBAJ
20 Sep 1943,UlAEAAAAMBAJ
27 Sep 1943,YFAEAAAAMBAJ
4 Oct 1943,PlcEAAAAMBAJ
11 Oct 1943,MlcEAAAAMBAJ
18 Oct 1943,N1cEAAAAMBAJ
25 Oct 1943,BVcEAAAAMBAJ
1 Nov 1943,CVcEAAAAMBAJ
8 Nov 1943,A1cEAAAAMBAJ
15 Nov 1943,IlcEAAAAMBAJ
22 Nov 1943,AlcEAAAAMBAJ
29 Nov 1943,DVcEAAAAMBAJ
6 Dec 1943,OFUEAAAAMBAJ
13 Dec 1943,FVUEAAAAMBAJ
20 Dec 1943,x1YEAAAAMBAJ
27 Dec 1943,1lYEAAAAMBAJ
3 Jan 1944,vVQEAAAAMBAJ
10 Jan 1944,2FYEAAAAMBAJ
17 Jan 1944,3lYEAAAAMBAJ
24 Jan 1944,-VYEAAAAMBAJ
31 Jan 1944,QFUEAAAAMBAJ
7 Feb 1944,YFQEAAAAMBAJ
14 Feb 1944,X1QEAAAAMBAJ
21 Feb 1944,VFQEAAAAMBAJ
28 Feb 1944,U1QEAAAAMBAJ
6 Mar 1944,alQEAAAAMBAJ
13 Mar 1944,vlQEAAAAMBAJ
20 Mar 1944,0kwEAAAAMBAJ
27 Mar 1944,z0wEAAAAMBAJ
3 Apr 1944,8lAEAAAAMBAJ
10 Apr 1944,8VAEAAAAMBAJ
17 Apr 1944,CFAEAAAAMBAJ
24 Apr 1944,B1AEAAAAMBAJ
1 May 1944,BlAEAAAAMBAJ
8 May 1944,gksEAAAAMBAJ
15 May 1944,eE8EAAAAMBAJ
22 May 1944,bk8EAAAAMBAJ
29 May 1944,Yk8EAAAAMBAJ
5 Jun 1944,ik8EAAAAMBAJ
12 Jun 1944,fU8EAAAAMBAJ
19 Jun 1944,dk8EAAAAMBAJ
26 Jun 1944,KU8EAAAAMBAJ
3 Jul 1944,Ok8EAAAAMBAJ
10 Jul 1944,RE8EAAAAMBAJ
17 Jul 1944,PE8EAAAAMBAJ
24 Jul 1944,9E4EAAAAMBAJ
31 Jul 1944,904EAAAAMBAJ
7 Aug 1944,-04EAAAAMBAJ
14 Aug 1944,9VAEAAAAMBAJ
21 Aug 1944,9lAEAAAAMBAJ
28 Aug 1944,9FAEAAAAMBAJ
4 Sep 1944,Vk8EAAAAMBAJ
11 Sep 1944,Uk8EAAAAMBAJ
18 Sep 1944,Wk8EAAAAMBAJ
25 Sep 1944,XU8EAAAAMBAJ
2 Oct 1944,CkIEAAAAMBAJ
9 Oct 1944,B0IEAAAAMBAJ
16 Oct 1944,CEIEAAAAMBAJ
23 Oct 1944,BkIEAAAAMBAJ
30 Oct 1944,DUIEAAAAMBAJ
6 Nov 1944,EkIEAAAAMBAJ
13 Nov 1944,3UEEAAAAMBAJ
20 Nov 1944,3EEEAAAAMBAJ
27 Nov 1944,2UEEAAAAMBAJ
4 Dec 1944,1EEEAAAAMBAJ
11 Dec 1944,10EEAAAAMBAJ
18 Dec 1944,t0EEAAAAMBAJ
25 Dec 1944,uUEEAAAAMBAJ
1 Jan 1945,VFMEAAAAMBAJ
8 Jan 1945,U1MEAAAAMBAJ
15 Jan 1945,YlMEAAAAMBAJ
22 Jan 1945,KVMEAAAAMBAJ
29 Jan 1945,lFIEAAAAMBAJ
5 Feb 1945,J1MEAAAAMBAJ
12 Feb 1945,IlMEAAAAMBAJ
19 Feb 1945,JVMEAAAAMBAJ
26 Feb 1945,H1MEAAAAMBAJ
5 Mar 1945,9VIEAAAAMBAJ
12 Mar 1945,9lIEAAAAMBAJ
19 Mar 1945,K1MEAAAAMBAJ
26 Mar 1945,L1MEAAAAMBAJ
2 Apr 1945,1EkEAAAAMBAJ
9 Apr 1945,vEkEAAAAMBAJ
16 Apr 1945,vUkEAAAAMBAJ
23 Apr 1945,wEkEAAAAMBAJ
30 Apr 1945,3kkEAAAAMBAJ
7 May 1945,8UkEAAAAMBAJ
14 May 1945,CUoEAAAAMBAJ
21 May 1945,50kEAAAAMBAJ
28 May 1945,7kkEAAAAMBAJ
4 Jun 1945,h0gEAAAAMBAJ
11 Jun 1945,_EkEAAAAMBAJ
18 Jun 1945,dUgEAAAAMBAJ
25 Jun 1945,YUgEAAAAMBAJ
2 Jul 1945,skkEAAAAMBAJ
9 Jul 1945,rkkEAAAAMBAJ
16 Jul 1945,fEgEAAAAMBAJ
23 Jul 1945,30kEAAAAMBAJ
30 Jul 1945,z0kEAAAAMBAJ
6 Aug 1945,0EkEAAAAMBAJ
13 Aug 1945,1UkEAAAAMBAJ
20 Aug 1945,hkgEAAAAMBAJ
27 Aug 1945,e0gEAAAAMBAJ
3 Sep 1945,q0kEAAAAMBAJ
10 Sep 1945,uUkEAAAAMBAJ
17 Sep 1945,t0kEAAAAMBAJ
24 Sep 1945,3EkEAAAAMBAJ
1 Oct 1945,vEwEAAAAMBAJ
8 Oct 1945,p0sEAAAAMBAJ
15 Oct 1945,sUsEAAAAMBAJ
22 Oct 1945,pksEAAAAMBAJ
29 Oct 1945,tEsEAAAAMBAJ
